play_id,play_title,section,act,scene,scene_index_in_play,unit_index_in_play,type,speaker_original,speaker_normalized,original_text,vader_score,dl_score,dl2_score
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,37,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"Now, as I am a Christian, answer me
In what safe place you have bestowed my money,
Or I shall break that merry sconce of yours
That stands on tricks when I am undisposed.
Where is the thousand marks thou hadst of me?",0.4939,-0.99722,0.02279
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,38,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"I have some marks of yours upon my pate,
Some of my mistress' marks upon my shoulders,
But not a thousand marks between you both.
If I should pay your worship those again,
Perchance you will not bear them patiently.",0.461,-0.99044,-0.16329
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,39,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"Thy mistress' marks? what mistress, slave, hast thou?",0.0,-0.99505,-0.51194
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,40,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Your worship’s wife, my mistress at the Phoenix,
She that doth fast till you come home to dinner
And prays that you will hie you home to dinner.",0.34,0.99011,0.6482
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,41,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"What, wilt thou flout me thus unto my face,
Being forbid? There, take you that, sir knave. [beats
DROMIO OF EPHESUS]",-0.0772,-0.99804,0.29735
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,42,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"What mean you, sir? For God’s sake, hold your hands.
Nay, an you will not, sir, I’ll take my heels.",0.0,-0.99721,-0.21098
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,43,stage_direction,,,Exit DROMIO OF EPHESUS,0.0,-0.99108,-0.0124
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,44,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"Upon my life, by some device or other
The villain is o'erraught of all my money.
They say this town is full of cozenage,
As nimble jugglers that deceive the eye,
Dark-working sorcerers that change the mind,
Soul-killing witches that deform the body,
Disguised cheaters, prating mountebanks,
And many suchlike liberties of sin.
If it prove so, I will be gone the sooner.
I’ll to the Centaur to go seek this slave.
I greatly fear my money is not safe.",-0.8312,-0.99649,0.77352
the-comedy-of-errors,The Comedy of Errors,main,1,2,2,45,stage_direction,,,Exit,0.0,-0.99348,0.01078
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,46,stage_direction,,,Enter ADRIANA and LUCIANA,0.0,0.9885,0.09648
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,47,speech,ADRIANA,ADRIANA,"Neither my husband nor the slave returned
That in such haste I sent to seek his master?
Sure, Luciana, it is two o'clock.",0.0,-0.99868,-0.31774
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,48,speech,LUCIANA,LUCIANA,"Perhaps some merchant hath invited him,
And from the mart he’s somewhere gone to dinner.
Good sister, let us dine and never fret.
A man is master of his liberty;
Time is their master, and when they see time
They’ll go or come. If so, be patient, sister.",0.7845,0.99604,0.32702
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,49,speech,ADRIANA,ADRIANA,Why should their liberty than ours be more?,0.6697,-0.96986,-0.01891
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,50,speech,LUCIANA,LUCIANA,Because their business still lies out o' door.,0.0,0.98948,-0.42703
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,51,speech,ADRIANA,ADRIANA,"Look when I serve him so, he takes it ill.",0.2732,-0.99886,-0.51445
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,52,speech,LUCIANA,LUCIANA,"O, know he is the bridle of your will.",0.3612,-0.99641,-0.23464
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,53,speech,ADRIANA,ADRIANA,There’s none but asses will be bridled so.,0.3612,-0.99731,-0.39325
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,54,speech,LUCIANA,LUCIANA,"Why, headstrong liberty is lashed with woe.
There’s nothing situate under heaven’s eye
But hath his bound, in earth, in sea, in sky.
The beasts, the fishes, and the wingèd fowls
Are their males' subjects and at their controls.
Man, more divine, the masters of all these,
Lord of the wide world and wild wat'ry seas,
Endued with intellectual sense and souls,
Of more preeminence than fish and fowls,
Are masters to their females, and their lords.
Then let your will attend on their accords.",0.9313,-0.97409,0.51665
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,55,speech,ADRIANA,ADRIANA,This servitude makes you to keep unwed.,0.0,-0.99898,-0.39557
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,56,speech,LUCIANA,LUCIANA,"Not this, but troubles of the marriage bed.",-0.0572,-0.99793,-0.50288
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,57,speech,ADRIANA,ADRIANA,"But, were you wedded, you would bear some sway.",0.0,-0.94226,-0.44434
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,58,speech,LUCIANA,LUCIANA,"Ere I learn love, I’ll practice to obey.",0.6369,-0.91536,0.01213
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,59,speech,ADRIANA,ADRIANA,How if your husband start some otherwhere?,0.0,0.29897,-0.01302
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,60,speech,LUCIANA,LUCIANA,"Till he come home again, I would forbear.",0.0,-0.97643,0.32966
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,61,speech,ADRIANA,ADRIANA,"Patience unmoved! No marvel though she pause;
They can be meek that have no other cause.
A wretched soul, bruised with adversity
We bid be quiet when we hear it cry,
But were we burdened with like weight of pain,
As much or more we should ourselves complain.
So thou, that hast no unkind mate to grieve thee,
With urging helpless patience would relieve me;
But, if thou live to see like right bereft,
This fool-begged patience in thee will be left.",-0.9258,0.98926,0.67379
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,62,speech,LUCIANA,LUCIANA,"Well, I will marry one day, but to try.
Here comes your man. Now is your husband nigh.",0.2732,0.98562,0.34442
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,63,stage_direction,,,Enter DROMIO OF EPHESUS,0.0,0.96964,0.0137
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,64,speech,ADRIANA,ADRIANA,"Say, is your tardy master now at hand?",0.0,-0.99538,-0.07144
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,65,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Nay, he’s at two hands with me, and that my two ears
can witness.",0.0,-0.99891,-0.19416
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,66,speech,ADRIANA,ADRIANA,"Say, didst thou speak with him? Know’st thou his mind?",0.0,-0.99888,-0.00605
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,67,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Ay, ay, he told his mind upon mine ear.
Beshrew his hand, I scarce could understand it.",0.2732,-0.99894,-0.65124
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,68,speech,LUCIANA,LUCIANA,"Spake he so doubtfully thou couldst not feel his
meaning?",-0.0951,-0.99901,-0.52272
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,69,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Nay, he struck so plainly I could too well feel his
blows, and withal so doubtfully that I could scarce
understand them.",0.34,-0.99853,0.20673
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,70,speech,ADRIANA,ADRIANA,"But say, I prithee, is he coming home?
It seems he hath great care to please his wife.",0.9643,-0.99446,-0.46979
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,71,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Why, mistress, sure my master is horn mad.",-0.0772,-0.98893,-0.44977
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,72,stage_direction,,,"Horn mad, thou villain!",-0.7959,-0.97217,0.55991
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,73,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"I mean not cuckold mad,
But sure he is stark mad.
When I desired him to come home to dinner,
He asked me for a thousand marks in gold.
“'Tis dinnertime,” quoth I. “My gold,” quoth he.
“Your meat doth burn,” quoth I. “My gold,” quoth he.
“Will you come?” quoth I. “My gold,” quoth he.
“Where is the thousand marks I gave thee, villain?”
“The pig,” quoth I, “is burned.” “My gold,” quoth he.
“My mistress, sir,” quoth I. “Hang up thy mistress!
I know not thy mistress. Out on thy mistress!”",-0.781,-0.99726,-0.695
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,74,speech,LUCIANA,LUCIANA,Quoth who?,0.0,-0.99116,-0.16962
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,75,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Quoth my master.
“I know,” quoth he, “no house, no wife, no mistress.”
So that my errand, due unto my tongue,
I thank him, I bare home upon my shoulders,
For, in conclusion, he did beat me there.",-0.0803,-0.98732,-0.1882
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,76,speech,ADRIANA,ADRIANA,"Go back again, thou slave, and fetch him home.",0.0,-0.98096,0.63644
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,77,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Go back again and be new beaten home?
For God’s sake, send some other messenger.",-0.4215,-0.99895,-0.35779
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,78,speech,ADRIANA,ADRIANA,"Back, slave, or I will break thy pate across.",0.0,-0.99454,-0.00039
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,79,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"And he will bless that cross with other beating.
Between you, I shall have a holy head.",-0.4588,-0.99187,0.35611
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,80,speech,ADRIANA,ADRIANA,"Hence, prating peasant! Fetch thy master home.",0.0,-0.98096,0.64151
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,81,speech,DROMIO OF EPHESUS,DROMIO OF EPHESUS,"Am I so round with you as you with me,
That like a football you do spurn me thus?
You spurn me hence, and he will spurn me hither.
If I last in this service, you must case me in leather.",0.6124,-0.99897,-0.84744
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,82,stage_direction,,,Exit DROMIO OF EPHESUS,0.0,-0.99108,-0.0124
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,83,speech,LUCIANA,LUCIANA,"Fie, how impatience loureth in your face.",-0.4341,-0.99854,0.54614
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,84,speech,ADRIANA,ADRIANA,"His company must do his minions grace,
Whilst I at home starve for a merry look.
Hath homely age th' alluring beauty took
From my poor cheek? Then he hath wasted it.
Are my discourses dull? Barren my wit?
If voluble and sharp discourse be marred,
Unkindness blunts it more than marble hard.
Do their gay vestments his affections bait?
That’s not my fault; he’s master of my state.
What ruins are in me that can be found
By him not ruined? Then is he the ground
Of my defeatures. My decayèd fair
A sunny look of his would soon repair.
But, too unruly deer, he breaks the pale
And feeds from home. Poor I am but his stale.",0.5406,-0.99479,-0.89034
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,85,speech,LUCIANA,LUCIANA,"Self-harming jealousy, fie, beat it hence.",-0.3182,-0.99842,-0.7072
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,86,speech,ADRIANA,ADRIANA,"Unfeeling fools can with such wrongs dispense.
I know his eye doth homage otherwhere,
Or else what lets it but he would be here?
Sister, you know he promised me a chain.
Would that alone o' love he would detain,
So he would keep fair quarter with his bed.
I see the jewel best enamelèd
Will lose his beauty. Yet the gold bides still
That others touch, and often touching will
Wear gold; yet no man that hath a name
By falsehood and corruption doth it shame.
Since that my beauty cannot please his eye,
I’ll weep what’s left away, and weeping die.",-0.8908,-0.9963,-0.87669
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,87,speech,LUCIANA,LUCIANA,How many fond fools serve mad jealousy!,0.299,-0.97627,0.00768
the-comedy-of-errors,The Comedy of Errors,main,2,1,3,88,stage_direction,,,Exeunt,0.0,-0.98887,-0.09736
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,89,stage_direction,,,Enter ANTIPHOLUS OF SYRACUSE,0.0,0.96065,0.01678
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,90,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"The gold I gave to Dromio is laid up
Safe at the Centaur, and the heedful slave
Is wandered forth, in care to seek me out.
By computation and mine host’s report,
I could not speak with Dromio since at first
I sent him from the mart. See, here he comes.",0.25,-0.99524,0.095
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,91,stage_direction,,,Enter DROMIO OF SYRACUSE,0.0,0.9272,0.01408
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,92,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"How now, sir? is your merry humor altered?
As you love strokes, so jest with me again.
You know no Centaur? You received no gold?
Your mistress sent to have me home to dinner?
My house was at the Phoenix? Wast thou mad,
That thus so madly thou didst answer me?",-0.5787,-0.99873,-0.77276
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,93,speech,DROMIO OF SYRACUSE,DROMIO OF SYRACUSE,"What answer, sir? When spake I such a word?",0.4329,-0.99759,-0.0743
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,94,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"Even now, even here, not half an hour since.",0.0,-0.98608,-0.17712
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,95,speech,DROMIO OF SYRACUSE,DROMIO OF SYRACUSE,"I did not see you since you sent me hence,
Home to the Centaur with the gold you gave me.",0.0,-0.99244,0.15285
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,96,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"Villain, thou didst deny the gold’s receipt
And told’st me of a mistress and a dinner,
For which, I hope, thou felt’st I was displeased.",-0.7579,-0.99896,-0.82479
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,97,speech,DROMIO OF SYRACUSE,DROMIO OF SYRACUSE,"I am glad to see you in this merry vein.
What means this jest? I pray you, master, tell me?",0.85,0.98858,0.12954
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,98,speech,ANTIPHOLUS OF SYRACUSE,ANTIPHOLUS OF SYRACUSE,"Yea, dost thou jeer and flout me in the teeth?
Think’st thou I jest? Hold, take thou that and that.
[beats DROMIO OF SYRACUSE",0.168,-0.99648,0.25832
the-comedy-of-errors,The Comedy of Errors,main,2,2,4,99,speech,DROMIO OF SYRACUSE,DROMIO OF SYRACUSE,"Hold, sir, for God’s sake! Now your jest is earnest.
Upon what bargain do you give it me?",-0.1759,-0.99747,0.72719
